STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2017,,15359,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2018,,16795,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2019,,19599,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2020,,10220,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2021,,10029,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2022,,15421,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2023,,12807,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2024,,14053,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2015,,567854,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2016,,575572,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2017,,600296,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2018,,601912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2019,,634954,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2020,,333397,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2021,,418501,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2022,,554154,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2023,,666205,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ES,Spain,2024,,691733,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2015,,75952,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2016,,82114,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2017,,85703,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2018,,87502,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2019,,92801,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2020,,59550,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2021,,55009,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2022,,76089,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2023,,82406,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FI,Finland,2024,,84574,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2015,,1204201,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2016,,1234996,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2017,,1277193,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2018,,1246580,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2019,,1265492,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2020,,723809,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2021,,894536,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2022,,1141822,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2023,,1226405,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,FR,France,2024,,1320115,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2015,,21649,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2016,,20709,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2017,,19803,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2018,,20244,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2019,,19827,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2020,,13100,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2021,,13534,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2022,,18581,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2023,,23851,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HR,Croatia,2024,,24590,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2015,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2016,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2017,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,HU,Hungary,2024,,304902,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2015,,39660,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2016,,42820,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2017,,45505,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2018,,47960,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2019,,50060,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2020,,17930,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2021,,17411,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2022,,35845,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2023,,46066,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IE,Ireland,2024,,50664,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2015,,872623,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2016,,869199,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2017,,864570,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2018,,882243,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2019,,898472,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2020,,389883,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2021,,491782,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2022,,693604,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2023,,814441,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,IT,Italy,2024,,842822,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2015,,950,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2016,,936,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2017,,855,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2018,,940,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2019,,1081,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2020,,479,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2021,,710,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2022,,1601,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2023,,1686,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LI,Liechtenstein,2024,,1737,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2015,,3790,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2016,,3916,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2017,,4176,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2018,,4665,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2019,,4991,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2020,,3238,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2021,,3948,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2022,,4464,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2023,,4719,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LT,Lithuania,2024,,5114,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2015,,22496,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2016,,22459,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2017,,22930,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2018,,23331,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2019,,25016,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2020,,14527,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2021,,16595,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2022,,22038,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2023,,28688,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LU,Luxembourg,2024,,31263,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2015,,17065,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2016,,17228,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2017,,17494,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2018,,18242,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2019,,18623,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2020,,12862,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2021,,11194,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2022,,15694,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2023,,17134,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,LV,Latvia,2024,,19508,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2015,,1236,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2016,,1285,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2017,,927,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2018,,992,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2019,,986,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2020,,473,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2022,,777,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,ME,Montenegro,2024,,863,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2015,,1022,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2016,,663,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2017,,500,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2018,,540,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2019,,549,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2020,,253,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2021,,252,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2022,,406,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2023,,280,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,MK,North Macedonia,2024,,238,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2015,,361392,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2016,,367079,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2017,,390568,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2018,,389776,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2019,,388984,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2020,,181541,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2021,,207165,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2022,,318943,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2023,,358458,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NL,Netherlands,2024,,375741,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2015,,73836,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2016,,74293,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2017,,73561,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2018,,77740,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2019,,80402,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2020,,42599,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2021,,41401,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2022,,66695,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2023,,78220,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,NO,Norway,2024,,81933,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2015,,269664,,,,,
